url,mmsi,Bjorn Bergman,Vaida Lilionyte,Alisun Meske
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6818,636090655,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6819,636091349,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6820,671638000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6821,710005981,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6822,710008410,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6823,714430001,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6824,725001123,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6825,770576229,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6826,900003051,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6827,900030051,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6828,900032011,,bad_data,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/6829,91602,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7767,1605312,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7768,200005980,,not_enough_info,not_enough_info
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7769,200012395,,not_enough_info,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7770,203999303,,Patrol Vessel ,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7771,205233110,,Pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7772,205293490,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7773,205388290,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7774,205412290,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7775,205919600,,pleasure,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7776,205962300,,bad_data,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7777,210634000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7778,211217290,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7779,211244620,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7780,211305050,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7781,211383980,,Tug_Pilot_Supply,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7782,211510320,,Passenger,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7783,211511370,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7784,211513570,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7785,211623980,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7786,211636030,,Passenger,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7787,211645330,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7788,211670880,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7789,211705940,,Passenger,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7790,215026000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7791,219020441,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7792,219899000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7793,224099440,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7794,224391570,,,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7795,225449000,,pleasure ,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7796,226006030,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7797,227012240,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7798,227107100,,Longliner,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7799,227166460,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7800,227369910,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7801,229341000,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7802,229788000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7803,232004165,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7804,235075853,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7805,235076527,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7806,235086068,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7807,235095543,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7808,235096881,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7809,235109926,,Trawler,Pots_and_traps
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7810,237151000,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7811,237517000,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7812,238115540,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7813,238115840,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7814,240198000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7815,240472000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7816,240582000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7817,244050277,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7818,244070620,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7819,244180642,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7820,244573157,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7821,244615822,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7822,244618000,,Tug_Pilot_Supply,bad_data
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7823,244620549,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7824,244620586,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7825,244630402,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7826,244650495,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7827,244660194,,Cargo_Tanker,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7828,244660375,,bad_data,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7829,244690659,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7830,244700389,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7831,244700830,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7832,244730276,,Cargo_Tanker,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7833,244740872,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7834,244770647,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7835,244790604,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7836,245862000,,Cargo_Tanker,multiple_vessels
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7837,247056690,,Sail,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7838,247103130,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7839,247131200,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7840,247285500,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7841,247306970,,Purse seine,Purse seine
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7842,249346000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7843,250002427,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7844,250002906,,not_enough_info,Pleasure Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7845,250003126,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7846,256076000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7847,256103000,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7848,256522000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7849,257159320,,Longliner,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7850,257518900,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7851,257605650,,Sail,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7852,257705000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7853,257753840,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7854,257820690,,Sail,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7855,257965890,,not_enough_info,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7856,258123840,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7857,259453000,,Pleasure_Craft,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7858,259980000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7859,261011440,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7860,261025260,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7861,265541690,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7862,265612910,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7863,265713630,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7864,266041000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7865,269056817,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7866,269665000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7867,271042638,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7868,273212100,,Trawler,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7869,273340600,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7870,273451950,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7871,273918000,,Research_Survey,Seismic Vessel
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7872,2902,,bad_data,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7873,304965000,,bad_data,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7874,311000421,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7875,312715000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7876,312786000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7877,316005729,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7878,316027566,,not_enough_info,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7879,316028812,,not_enough_info,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7880,319004100,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7881,338128375,,not_enough_info,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7882,338163334,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7883,338167545,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7884,338929000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7885,341061000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7886,351012000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7887,351257000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7888,351396000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7889,353614000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7890,354725000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7891,355076000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7892,356115000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7893,357268000,,Research_Survey,Seismic Vessel
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7894,364137000,,not_enough_info,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7895,365724434,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7896,365928904,,Tug_Pilot_Supply,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7897,366772840,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7898,366834640,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7899,366888930,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7900,366917120,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7901,366960680,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7902,366999640,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7903,367004280,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7904,367091750,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7905,367092230,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7906,367171010,,not_enough_info,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7907,367300080,,not_enough_info,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7908,367339080,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7909,367445840,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7910,367481640,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7911,367566840,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7912,367603710,,Pleasure_Craft,Pleasure_Craft
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7913,367614560,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7914,367658770,,not_enough_info,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7915,367659890,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7916,369373000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7917,370532000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7918,372792000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7919,374110000,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7920,374792000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7921,376489000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7922,376516000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7923,376639000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7924,405000162,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7925,414145000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7926,416002706,,not_enough_info,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7927,416102000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7928,416220800,,Longliner,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7929,419000842,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7930,419000924,,not_enough_info,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7931,419118000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7932,420082841,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7933,428010000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7934,428043000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7935,431100886,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7936,431301482,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7937,431600008,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7938,432606000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7939,440503700,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7940,440505720,,bad_data,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7941,441439000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7942,441960000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7943,466417000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7944,477177800,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7945,477240600,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7946,477486400,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7947,477558000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7948,477607800,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7949,477638800,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7950,503010580,,not_enough_info,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7951,503356200,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7952,512000344,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7953,518943000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7954,525018099,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7955,533060900,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7956,533170036,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7957,533808000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7958,538002511,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7959,538003041,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7960,538003223,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7961,538003438,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7962,538003850,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7963,538003987,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7964,538004019,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7965,538005034,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7966,538006028,,not_enough_info,bad_data
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7967,538090056,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7968,548811000,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7969,563003460,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7970,564345000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7971,565101000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7972,565787000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7973,566115000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7974,566128000,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7975,566189000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7976,572428210,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7977,603100174,,Trawler,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7978,616963000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7979,634118000,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7980,636012596,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7981,636013805,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7982,636014194,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7983,636015171,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7984,636015895,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7985,636016778,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7986,636091750,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7987,636091847,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7988,667001418,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7989,701000872,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7990,701006244,,Tug_Pilot_Supply,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7991,701103000,,Tug_Pilot_Supply,not_known
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7992,710000014,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7993,710444444,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7994,725001218,,Passenger,Passenger
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7995,815020261,,not_enough_info,not_enough_info
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7996,913041156,,not_enough_info,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7997,100701053,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7998,100874605,,not_enough_info,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/7999,111203371,,not_enough_info,not_enough_info
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8000,111219503,,helicopter ,Tug_Pilot_Supply
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8001,123456780,,not_enough_info,bad_data
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8002,150203451,,not_enough_info,not_enough_info
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8003,150699978,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8004,200010238,,not_enough_info,Longliner
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8005,201399999,,not_enough_info,Trawler
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8006,209258000,,Cargo_Tanker,Cargo_Tanker
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8007,211124960,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8008,211163210,,Sail,Sail
http://crowd.globalfishingwatch.org/project/id_random_vessels/task/8009,211261660,,Sail,Sail
